"","Source","Region","Year","Month","CPUE","Count","Season"
"356","DJFMP","River",2011,5,0.00323232323232323,4,"Spring"
"357","DJFMP","River",2011,6,0.0054673721340388,4,"Summer"
"358","DJFMP","River",2011,7,0.00395061728395062,4,"Summer"
"359","DJFMP","River",2011,8,0,0,"Summer"
"360","DJFMP","River",2011,9,0,0,"Fall"
"361","DJFMP","River",2011,10,0.00177777777777778,2,"Fall"
"362","DJFMP","River",2011,11,0,0,"Fall"
"363","DJFMP","River",2011,12,0,0,"Fall"
"364","DJFMP","River",2012,1,0,0,"Spring"
"365","DJFMP","River",2012,2,0,0,"Spring"
"366","DJFMP","River",2012,3,0.00233100233100233,2,"Spring"
"367","DJFMP","River",2012,4,0.00266666666666667,2,"Spring"
"368","DJFMP","River",2012,5,0.000734618916437098,1,"Spring"
"369","DJFMP","River",2012,6,0,0,"Summer"
"370","DJFMP","River",2012,7,0,0,"Summer"
"371","DJFMP","River",2012,8,0,0,"Summer"
"372","DJFMP","River",2012,9,0,0,"Fall"
"373","DJFMP","River",2012,10,0,0,"Fall"
"374","DJFMP","River",2012,11,0.0278338945005612,31,"Fall"
"375","DJFMP","River",2012,12,0,0,"Fall"
"376","DJFMP","River",2013,1,0,0,"Spring"
"377","DJFMP","River",2013,2,0,0,"Spring"
"378","DJFMP","River",2013,3,0,0,"Spring"
"379","DJFMP","River",2013,4,0.000808080808080808,1,"Spring"
"380","DJFMP","River",2013,5,0.00326340326340326,3,"Spring"
"381","DJFMP","River",2013,6,0.00222222222222222,2,"Summer"
"382","DJFMP","River",2013,7,0.00155400155400155,1,"Summer"
"383","DJFMP","River",2013,8,0,0,"Summer"
"384","DJFMP","River",2013,9,0,0,"Fall"
"385","DJFMP","River",2013,10,0,0,"Fall"
"386","DJFMP","River",2013,11,0.0111912778579445,8,"Fall"
"387","DJFMP","River",2013,12,0.00192400192400192,1,"Fall"
"388","DJFMP","River",2014,1,0.0255555555555556,19,"Spring"
"389","DJFMP","River",2014,2,0.00617283950617284,4,"Spring"
"390","DJFMP","River",2014,3,0.000987654320987654,1,"Spring"
"391","DJFMP","River",2014,4,0.00685425685425685,6,"Spring"
"392","DJFMP","River",2014,5,0.0563888888888889,14,"Spring"
"393","DJFMP","River",2014,6,0.00355555555555556,2,"Summer"
"394","DJFMP","River",2014,7,0.00216450216450216,1,"Summer"
"395","DJFMP","River",2014,8,0.0161616161616162,8,"Summer"
"396","DJFMP","River",2014,9,0,0,"Fall"
"397","DJFMP","River",2014,10,0.00423280423280423,1,"Fall"
"398","DJFMP","River",2014,11,0,0,"Fall"
"399","DJFMP","River",2014,12,0,0,"Fall"
"400","DJFMP","River",2015,1,0,0,"Spring"
"401","DJFMP","River",2015,2,0,0,"Spring"
"402","DJFMP","River",2015,3,0,0,"Spring"
"403","DJFMP","River",2015,4,0.00213675213675214,1,"Spring"
"404","DJFMP","River",2015,5,0.0314253647586981,28,"Spring"
"405","DJFMP","River",2015,6,0,0,"Summer"
"406","DJFMP","River",2015,7,0.00288600288600289,1,"Summer"
"407","DJFMP","River",2015,8,0,0,"Summer"
"408","DJFMP","River",2015,9,0,0,"Fall"
"409","DJFMP","River",2015,10,0,0,"Fall"
"410","DJFMP","River",2015,11,0,0,"Fall"
"411","DJFMP","River",2015,12,0,0,"Fall"
"412","DJFMP","River",2016,1,0.00110192837465565,1,"Spring"
"413","DJFMP","River",2016,2,0,0,"Spring"
"414","DJFMP","River",2016,3,0.00138888888888889,1,"Spring"
"415","DJFMP","River",2016,4,0,0,"Spring"
"416","DJFMP","River",2016,5,0,0,"Spring"
"417","DJFMP","River",2016,6,0,0,"Summer"
"418","DJFMP","River",2016,7,0,0,"Summer"
"419","DJFMP","River",2016,8,0,0,"Summer"
"420","DJFMP","River",2016,9,0,0,"Fall"
"421","DJFMP","River",2016,10,0,0,"Fall"
"422","DJFMP","River",2016,11,0,0,"Fall"
"423","DJFMP","River",2016,12,0,0,"Fall"
"424","DJFMP","River",2017,1,0,0,"Spring"
"425","DJFMP","River",2017,2,0,0,"Spring"
"426","DJFMP","River",2017,3,0.00873890419344965,4,"Spring"
"427","DJFMP","River",2017,4,0,0,"Spring"
"428","DJFMP","River",2017,5,0,0,"Spring"
"429","DJFMP","River",2017,6,0,0,"Summer"
"430","DJFMP","River",2017,7,0,0,"Summer"
"431","DJFMP","River",2017,8,0,0,"Summer"
"432","DJFMP","River",2017,9,0,0,"Fall"
"433","DJFMP","River",2017,10,0,0,"Fall"
"434","DJFMP","River",2017,11,0,0,"Fall"
"435","DJFMP","River",2017,12,0,0,"Fall"
"436","DJFMP","River",2018,1,0,0,"Spring"
"437","DJFMP","River",2018,2,0,0,"Spring"
"438","DJFMP","River",2018,3,0,0,"Spring"
"439","DJFMP","River",2018,4,0,0,"Spring"
"440","DJFMP","River",2018,5,0,0,"Spring"
"441","DJFMP","River",2018,6,0,0,"Summer"
"442","DJFMP","River",2018,7,0,0,"Summer"
"443","DJFMP","River",2018,8,0,0,"Summer"
"444","DJFMP","River",2018,9,0,0,"Fall"
"445","DJFMP","River",2018,10,0,0,"Fall"
"446","DJFMP","River",2018,11,0,0,"Fall"
"447","DJFMP","River",2018,12,0,0,"Fall"
"448","DJFMP","River",2019,1,0,0,"Spring"
"449","DJFMP","River",2019,2,0,0,"Spring"
"450","DJFMP","River",2019,3,0,0,"Spring"
"451","DJFMP","River",2019,4,0,0,"Spring"
"452","DJFMP","River",2019,5,0,0,"Spring"
"453","DJFMP","River",2019,6,0,0,"Summer"
"454","DJFMP","River",2019,7,0,0,"Summer"
"455","DJFMP","River",2019,8,0,0,"Summer"
"456","DJFMP","River",2019,9,0,0,"Fall"
"457","DJFMP","River",2019,10,0,0,"Fall"
"458","DJFMP","River",2019,11,0,0,"Fall"
"459","DJFMP","River",2019,12,0,0,"Fall"
"460","DJFMP","River",2020,1,0,0,"Spring"
"461","DJFMP","River",2020,2,0,0,"Spring"
"462","DJFMP","River",2020,3,0,0,"Spring"
"463","DJFMP","River",2020,6,0,0,"Summer"
"464","DJFMP","River",2020,7,0,0,"Summer"
"465","DJFMP","River",2020,9,0,0,"Fall"
"466","DJFMP","River",2020,10,0,0,"Fall"
"467","DJFMP","River",2020,11,0,0,"Fall"
"468","DJFMP","River",2021,2,0,0,"Spring"
"469","DJFMP","River",2021,3,0,0,"Spring"
"470","DJFMP","River",2021,4,0,0,"Spring"
"471","DJFMP","River",2021,5,0,0,"Spring"
"472","DJFMP","River",2021,6,0,0,"Summer"
"473","DJFMP","River",2021,7,0,0,"Summer"
"474","DJFMP","River",2021,8,0,0,"Summer"
"475","DJFMP","River",2021,9,0,0,"Fall"
"476","DJFMP","River",2021,10,0,0,"Fall"
"477","DJFMP","River",2021,11,0,0,"Fall"
"478","DJFMP","River",2021,12,0,0,"Fall"
"479","DJFMP","River",2022,1,0,0,"Spring"
"480","DJFMP","River",2022,2,0,0,"Spring"
"481","DJFMP","River",2022,3,0,0,"Spring"
"482","DJFMP","River",2022,4,0,0,"Spring"
"483","DJFMP","River",2022,5,0,0,"Spring"
"484","DJFMP","River",2022,6,0,0,"Summer"
"485","DJFMP","River",2022,7,0,0,"Summer"
"486","DJFMP","River",2022,8,0,0,"Summer"
"487","DJFMP","River",2022,9,0,0,"Fall"
"488","DJFMP","River",2022,10,0,0,"Fall"
"489","DJFMP","River",2022,11,0,0,"Fall"
"490","DJFMP","River",2022,12,0,0,"Fall"
"491","DJFMP","River",2023,1,0,0,"Spring"
"492","DJFMP","River",2023,2,0,0,"Spring"
"493","DJFMP","River",2023,3,0,0,"Spring"
"494","DJFMP","River",2023,4,0,0,"Spring"
"495","DJFMP","River",2023,5,0,0,"Spring"
"496","DJFMP","River",2023,6,0,0,"Summer"
"497","DJFMP","River",2023,7,0,0,"Summer"
"498","DJFMP",NA,2010,1,0.000159880554285589,27,"Spring"
"499","DJFMP",NA,2010,2,0.000392677552414843,23,"Spring"
"500","DJFMP",NA,2010,3,0.0018948821468762,45,"Spring"
"501","DJFMP",NA,2010,4,0.000180610566984307,8,"Spring"
"502","DJFMP",NA,2010,5,0.000165190721120369,13,"Spring"
"503","DJFMP",NA,2010,6,0.000330878739126783,36,"Summer"
"504","DJFMP",NA,2010,7,5.04612357308271e-06,52,"Summer"
"505","DJFMP",NA,2010,8,4.75198878071674e-06,59,"Summer"
"506","DJFMP",NA,2010,9,9.17833422272419e-07,11,"Fall"
"507","DJFMP",NA,2010,10,5.53425093288067e-07,7,"Fall"
"508","DJFMP",NA,2010,11,2.93088240537966e-05,23,"Fall"
"509","DJFMP",NA,2010,12,8.80645865671123e-06,102,"Fall"
"510","DJFMP",NA,2011,1,4.73376939892249e-05,35,"Spring"
"511","DJFMP",NA,2011,2,7.58009654781452e-05,29,"Spring"
"512","DJFMP",NA,2011,3,0.00127898644737149,67,"Spring"
"513","DJFMP",NA,2011,4,0.000301210466441048,17,"Spring"
"514","DJFMP",NA,2011,5,0.000521135736407452,17,"Spring"
"515","DJFMP",NA,2011,6,0.000240638666758896,8,"Summer"
"516","DJFMP",NA,2011,7,4.45915191043646e-07,5,"Summer"
"517","DJFMP",NA,2011,8,9.13319305860461e-05,262,"Summer"
"518","DJFMP",NA,2011,9,5.45500272553625e-05,209,"Fall"
"519","DJFMP",NA,2011,10,0.00019091429345377,145,"Fall"
"520","DJFMP",NA,2011,11,2.54115487344698e-06,27,"Fall"
"521","DJFMP",NA,2011,12,3.36329101822503e-05,122,"Fall"
"522","DJFMP",NA,2012,1,0.000213193946446233,108,"Spring"
"523","DJFMP",NA,2012,2,4.89122125492144e-06,50,"Spring"
"524","DJFMP",NA,2012,3,0.00109456261609374,113,"Spring"
"525","DJFMP",NA,2012,4,0.00168455210946949,91,"Spring"
"526","DJFMP",NA,2012,5,0.000102372711260907,22,"Spring"
"527","DJFMP",NA,2012,6,2.68424796118735e-05,57,"Summer"
"528","DJFMP",NA,2012,7,6.82775224397419e-06,72,"Summer"
"529","DJFMP",NA,2012,8,2.59168354520827e-05,39,"Summer"
"530","DJFMP",NA,2012,9,1.42054228967071e-06,14,"Fall"
"531","DJFMP",NA,2012,10,3.88818814338016e-05,38,"Fall"
"532","DJFMP",NA,2012,11,1.74892458623664e-05,16,"Fall"
"533","DJFMP",NA,2012,12,0.000101750686189758,59,"Fall"
"534","DJFMP",NA,2013,1,3.7851155177407e-06,49,"Spring"
"535","DJFMP",NA,2013,2,0.000100618268426632,50,"Spring"
"536","DJFMP",NA,2013,3,1.57703793902162e-06,20,"Spring"
"537","DJFMP",NA,2013,4,7.11003532140384e-07,10,"Spring"
"538","DJFMP",NA,2013,5,0.00317834221770904,87,"Spring"
"539","DJFMP",NA,2013,6,6.94321927831357e-05,18,"Summer"
"540","DJFMP",NA,2013,7,5.07742023718343e-06,64,"Summer"
"541","DJFMP",NA,2013,8,3.84646169136001e-06,44,"Summer"
"542","DJFMP",NA,2013,9,4.77280650328623e-06,55,"Fall"
"543","DJFMP",NA,2013,10,0,0,"Fall"
"544","DJFMP",NA,2013,11,2.29026698596847e-07,3,"Fall"
"545","DJFMP",NA,2013,12,6.92583294218253e-05,46,"Fall"
"546","DJFMP",NA,2014,1,2.84894180865713e-05,30,"Spring"
"547","DJFMP",NA,2014,2,0.000197235995568533,23,"Spring"
"548","DJFMP",NA,2014,3,0.00106118539274276,43,"Spring"
"549","DJFMP",NA,2014,4,0.000140359939404175,7,"Spring"
"550","DJFMP",NA,2014,5,0,0,"Spring"
"551","DJFMP",NA,2014,6,8.56188976277769e-08,1,"Summer"
"552","DJFMP",NA,2014,7,5.73228767929512e-07,7,"Summer"
"553","DJFMP",NA,2014,8,0,0,"Summer"
"554","DJFMP",NA,2014,9,0,0,"Fall"
"555","DJFMP",NA,2014,10,0,0,"Fall"
"556","DJFMP",NA,2014,11,0,0,"Fall"
"557","DJFMP",NA,2014,12,2.04605297528089e-07,2,"Fall"
"558","DJFMP",NA,2015,1,2.08147115534833e-07,2,"Spring"
"559","DJFMP",NA,2015,2,8.0941833678517e-05,4,"Spring"
"560","DJFMP",NA,2015,3,7.55840266897398e-08,1,"Spring"
"561","DJFMP",NA,2015,4,0,0,"Spring"
"562","DJFMP",NA,2015,5,0,0,"Spring"
"563","DJFMP",NA,2015,6,0,0,"Summer"
"564","DJFMP",NA,2015,7,5.92277272266055e-05,2,"Summer"
"565","DJFMP",NA,2015,8,9.02576549768376e-08,1,"Summer"
"566","DJFMP",NA,2015,9,9.62921725054953e-08,1,"Fall"
"567","DJFMP",NA,2015,10,0,0,"Fall"
"568","DJFMP",NA,2015,11,0,0,"Fall"
"569","DJFMP",NA,2015,12,0,0,"Fall"
"570","DJFMP",NA,2016,1,0,0,"Spring"
"571","DJFMP",NA,2016,2,1.16671988883239e-07,1,"Spring"
"572","DJFMP",NA,2016,3,0,0,"Spring"
"573","DJFMP",NA,2016,4,0,0,"Spring"
"574","DJFMP",NA,2016,5,6.59984239775978e-08,1,"Spring"
"575","DJFMP",NA,2016,6,8.38435776596842e-08,1,"Summer"
"576","DJFMP",NA,2016,7,1.79867037610927e-07,2,"Summer"
"577","DJFMP",NA,2016,8,9.03975665122043e-08,1,"Summer"
"578","DJFMP",NA,2016,9,1.84954583504913e-07,2,"Fall"
"579","DJFMP",NA,2016,10,0,0,"Fall"
"580","DJFMP",NA,2016,11,0,0,"Fall"
"581","DJFMP",NA,2016,12,3.62603019819493e-07,3,"Fall"
"582","DJFMP",NA,2017,1,9.58090322444016e-07,6,"Spring"
"583","DJFMP",NA,2017,2,1.76734783173807e-06,13,"Spring"
"584","DJFMP",NA,2017,3,1.22623082364909e-06,12,"Spring"
"585","DJFMP",NA,2017,4,2.50591533844547e-07,4,"Spring"
"586","DJFMP",NA,2017,5,5.21243023440059e-08,1,"Spring"
"587","DJFMP",NA,2017,6,4.36576615962761e-07,5,"Summer"
"588","DJFMP",NA,2017,7,2.09917630687824e-07,2,"Summer"
"589","DJFMP",NA,2017,8,4.95231176672038e-07,5,"Summer"
"590","DJFMP",NA,2017,9,1.33882803767203e-06,13,"Fall"
"591","DJFMP",NA,2017,10,9.10806624777533e-08,1,"Fall"
"592","DJFMP",NA,2017,11,0,0,"Fall"
"593","DJFMP",NA,2017,12,0,0,"Fall"
"594","DJFMP",NA,2018,1,0,0,"Spring"
"595","DJFMP",NA,2018,2,0,0,"Spring"
"596","DJFMP",NA,2018,3,7.41352970283292e-08,1,"Spring"
"597","DJFMP",NA,2018,4,0,0,"Spring"
"598","DJFMP",NA,2018,5,0,0,"Spring"
"599","DJFMP",NA,2018,6,0,0,"Summer"
"600","DJFMP",NA,2018,7,0,0,"Summer"
"601","DJFMP",NA,2018,8,0,0,"Summer"
"602","DJFMP",NA,2018,9,0,0,"Fall"
"603","DJFMP",NA,2018,10,0,0,"Fall"
"604","DJFMP",NA,2018,11,0,0,"Fall"
"605","DJFMP",NA,2018,12,0,0,"Fall"
"606","DJFMP",NA,2019,1,0,0,"Spring"
"607","DJFMP",NA,2019,2,0,0,"Spring"
"608","DJFMP",NA,2019,3,9.20135299263475e-08,1,"Spring"
"609","DJFMP",NA,2019,4,0,0,"Spring"
"610","DJFMP",NA,2019,5,0,0,"Spring"
"611","DJFMP",NA,2019,6,0,0,"Summer"
"612","DJFMP",NA,2019,7,0,0,"Summer"
"613","DJFMP",NA,2019,8,2.28052399747467e-07,2,"Summer"
"614","DJFMP",NA,2019,9,2.46900760260943e-07,2,"Fall"
"615","DJFMP",NA,2019,10,0,0,"Fall"
"616","DJFMP",NA,2019,11,9.65058062749419e-08,1,"Fall"
"617","DJFMP",NA,2019,12,0,0,"Fall"
"618","DJFMP",NA,2020,1,0,0,"Spring"
"619","DJFMP",NA,2020,2,0,0,"Spring"
"620","DJFMP",NA,2020,3,0,0,"Spring"
"621","DJFMP",NA,2020,4,0,0,"Spring"
"622","DJFMP",NA,2020,5,0,0,"Spring"
"623","DJFMP",NA,2020,6,0,0,"Summer"
"624","DJFMP",NA,2020,7,0,0,"Summer"
"625","DJFMP",NA,2020,8,0,0,"Summer"
"626","DJFMP",NA,2020,9,0,0,"Fall"
"627","DJFMP",NA,2020,10,0,0,"Fall"
"628","DJFMP",NA,2020,11,0,0,"Fall"
"629","DJFMP",NA,2020,12,0,0,"Fall"
"630","DJFMP",NA,2021,1,0,0,"Spring"
"631","DJFMP",NA,2021,2,0,0,"Spring"
"632","DJFMP",NA,2021,3,0,0,"Spring"
"633","DJFMP",NA,2021,4,0,0,"Spring"
"634","DJFMP",NA,2021,5,0,0,"Spring"
"635","DJFMP",NA,2021,6,0,0,"Summer"
"636","DJFMP",NA,2021,7,0,0,"Summer"
"637","DJFMP",NA,2021,8,0,0,"Summer"
"638","DJFMP",NA,2021,9,0,0,"Fall"
"639","DJFMP",NA,2021,10,0,0,"Fall"
"640","DJFMP",NA,2021,11,0,0,"Fall"
"641","DJFMP",NA,2021,12,9.39221836701857e-08,1,"Fall"
"642","DJFMP",NA,2022,1,0,0,"Spring"
"643","DJFMP",NA,2022,2,8.93510591700896e-08,1,"Spring"
"644","DJFMP",NA,2022,3,0,0,"Spring"
"645","DJFMP",NA,2022,4,0,0,"Spring"
"646","DJFMP",NA,2022,5,0,0,"Spring"
"647","DJFMP",NA,2022,6,0,0,"Summer"
"648","DJFMP",NA,2022,7,0,0,"Summer"
"649","DJFMP",NA,2022,8,0,0,"Summer"
"650","DJFMP",NA,2022,9,0,0,"Fall"
"651","DJFMP",NA,2022,10,0,0,"Fall"
"652","DJFMP",NA,2022,11,0,0,"Fall"
"653","DJFMP",NA,2022,12,0,0,"Fall"
"654","DJFMP",NA,2023,1,1.20226588631975e-07,1,"Spring"
"655","DJFMP",NA,2023,2,0,0,"Spring"
"656","DJFMP",NA,2023,3,0,0,"Spring"
"657","DJFMP",NA,2023,4,0,0,"Spring"
"658","DJFMP",NA,2023,5,0,0,"Spring"
"659","DJFMP",NA,2023,6,1.19543524440413e-07,1,"Summer"
"660","DJFMP",NA,2023,7,0,0,"Summer"
"661","EDSM","Grizzly Bay",2017,1,7.10686103279722e-05,1,"Spring"
"662","EDSM","Grizzly Bay",2017,3,0,0,"Spring"
"663","EDSM","Grizzly Bay",2017,7,0.00160122995517341,10,"Summer"
"664","EDSM","Grizzly Bay",2017,8,0.000251097463550895,1,"Summer"
"665","EDSM","Grizzly Bay",2017,11,0,0,"Fall"
"666","EDSM","Grizzly Bay",2017,12,3.91936632314725e-05,1,"Fall"
"667","EDSM","Grizzly Bay",2018,1,0,0,"Spring"
"668","EDSM","Grizzly Bay",2018,2,0,0,"Spring"
"669","EDSM","Grizzly Bay",2018,3,0,0,"Spring"
"670","EDSM","Grizzly Bay",2018,6,0,0,"Summer"
"671","EDSM","Grizzly Bay",2018,7,0,0,"Summer"
"672","EDSM","Grizzly Bay",2018,8,4.55902569403054e-05,1,"Summer"
"673","EDSM","Grizzly Bay",2018,9,0,0,"Fall"
"674","EDSM","Grizzly Bay",2018,10,0,0,"Fall"
"675","EDSM","Grizzly Bay",2018,11,0,0,"Fall"
"676","EDSM","Grizzly Bay",2018,12,9.98926105392229e-06,1,"Fall"
"677","EDSM","Grizzly Bay",2019,1,0,0,"Spring"
"678","EDSM","Grizzly Bay",2019,2,0,0,"Spring"
"679","EDSM","Grizzly Bay",2019,3,0,0,"Spring"
"680","EDSM","Grizzly Bay",2019,6,0,0,"Summer"
"681","EDSM","Grizzly Bay",2019,7,1.73455098447772e-05,1,"Summer"
"682","EDSM","Grizzly Bay",2019,8,0,0,"Summer"
"683","EDSM","Grizzly Bay",2019,9,0,0,"Fall"
"684","EDSM","Grizzly Bay",2019,10,0,0,"Fall"
"685","EDSM","Grizzly Bay",2019,11,0,0,"Fall"
"686","EDSM","Grizzly Bay",2019,12,0,0,"Fall"
"687","EDSM","Grizzly Bay",2020,1,0,0,"Spring"
"688","EDSM","Grizzly Bay",2020,2,0,0,"Spring"
"689","EDSM","Grizzly Bay",2020,3,0,0,"Spring"
"690","EDSM","Grizzly Bay",2020,4,0,0,"Spring"
"691","EDSM","Grizzly Bay",2020,5,0,0,"Spring"
"692","EDSM","Grizzly Bay",2020,6,0,0,"Summer"
"693","EDSM","Grizzly Bay",2020,7,8.76331808804006e-06,1,"Summer"
"694","EDSM","Grizzly Bay",2020,8,4.21156659699756e-05,1,"Summer"
"695","EDSM","Grizzly Bay",2020,9,0,0,"Fall"
"696","EDSM","Grizzly Bay",2020,10,0,0,"Fall"
"697","EDSM","Grizzly Bay",2020,11,0,0,"Fall"
"698","EDSM","Grizzly Bay",2020,12,0,0,"Fall"
"699","EDSM","Grizzly Bay",2021,1,0,0,"Spring"
"700","EDSM","Grizzly Bay",2021,2,0,0,"Spring"
"701","EDSM","Grizzly Bay",2021,3,0,0,"Spring"
"702","EDSM","Grizzly Bay",2021,4,0,0,"Spring"
"703","EDSM","Grizzly Bay",2021,5,0,0,"Spring"
"704","EDSM","Grizzly Bay",2021,6,0,0,"Summer"
"705","EDSM","Grizzly Bay",2021,7,0,0,"Summer"
"706","EDSM","Grizzly Bay",2021,8,0,0,"Summer"
"707","EDSM","Grizzly Bay",2021,9,0,0,"Fall"
"708","EDSM","Grizzly Bay",2021,10,0,0,"Fall"
"709","EDSM","Grizzly Bay",2021,11,0,0,"Fall"
"710","EDSM","Grizzly Bay",2021,12,0,0,"Fall"
"711","EDSM","Grizzly Bay",2022,1,0,0,"Spring"
"712","EDSM","Grizzly Bay",2022,2,0,0,"Spring"
"713","EDSM","Grizzly Bay",2022,3,0,0,"Spring"
"714","EDSM","Grizzly Bay",2022,4,0,0,"Spring"
"715","EDSM","Grizzly Bay",2022,5,0,0,"Spring"
"716","EDSM","Grizzly Bay",2022,6,0,0,"Summer"
"717","EDSM","Grizzly Bay",2022,7,0,0,"Summer"
"718","EDSM","Grizzly Bay",2022,8,0,0,"Summer"
"719","EDSM","Grizzly Bay",2022,9,4.80219733994316e-06,1,"Fall"
"720","EDSM","Grizzly Bay",2022,10,0,0,"Fall"
"721","EDSM","Grizzly Bay",2022,11,0,0,"Fall"
"722","EDSM","River",2016,12,0.000221558268787895,7,"Fall"
"723","EDSM","River",2017,1,3.89278476222547e-05,2,"Spring"
"724","EDSM","River",2017,2,0,0,"Spring"
"725","EDSM","River",2017,3,0,0,"Spring"
"726","EDSM","River",2017,4,0,0,"Spring"
"727","EDSM","River",2017,5,0.000271496096144955,1,"Spring"
"728","EDSM","River",2017,6,0,0,"Summer"
"729","EDSM","River",2017,7,0,0,"Summer"
"730","EDSM","River",2017,8,0,0,"Summer"
"731","EDSM","River",2017,9,0,0,"Fall"
"732","EDSM","River",2017,10,0.000760265219632941,38,"Fall"
"733","EDSM","River",2017,11,3.54306512860942e-05,2,"Fall"
"734","EDSM","River",2017,12,0,0,"Fall"
"735","EDSM","River",2018,1,8.50282759283571e-06,1,"Spring"
"736","EDSM","River",2018,2,1.99301513050508e-05,2,"Spring"
"737","EDSM","River",2018,3,1.2443369301338e-05,1,"Spring"
"738","EDSM","River",2018,6,0,0,"Summer"
"739","EDSM","River",2018,7,0,0,"Summer"
"740","EDSM","River",2018,8,1.24318961340619e-05,6,"Summer"
"741","EDSM","River",2018,9,4.08188374162114e-05,16,"Fall"
"742","EDSM","River",2018,10,9.86815073732507e-06,6,"Fall"
"743","EDSM","River",2018,11,6.60469392318185e-06,2,"Fall"
"744","EDSM","River",2018,12,3.67383881277714e-06,1,"Fall"
"745","EDSM","River",2019,1,9.5980183222318e-06,4,"Spring"
