"agency","survey_char","collection_date","depth_bottom","fish_id","StationCode","SampleDate","MethodCode","LatitudeStart","LatitudeEnd","LongitudeStart","LongitudeEnd","Secchi","WaterTemp","SpecificConductance","TurbidityNTU","DO","CommonName","ForkLength","SpecialStudy","FishComments","Count"
"usfws","edsm",2019-07-03,NA,"E459","19-49-LSSC02",2019-07-03,"KDTR",38.33111,38.3326,-121.64835,-121.64812,0.519999980926514,22.6000003814697,507.399993896484,40.2000007629395,7.67,"Delta Smelt",54,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E327","19-49-SM01",2019-07-03,"KDTR",38.12564,38.1263,-121.89763,-121.89591,0.300000011920929,21.7999992370605,928,49.7999992370605,7.24,"Delta Smelt",40,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E328","19-49-SM01",2019-07-03,"KDTR",38.12564,38.1263,-121.89763,-121.89591,0.300000011920929,21.7999992370605,928,49.7999992370605,7.24,"Delta Smelt",37,"DOP",NA,1
"usfws","edsm",2019-07-10,NA,"E460","19-50-CS05",2019-07-10,"KDTR",38.2478,38.24695,-121.67534,-121.67668,1.07000005245209,21.2000007629395,143.199996948242,13,7.93,"Delta Smelt",37,"DOP",NA,1
"usfws","edsm",2019-07-09,NA,"E554","19-50-LSSC05",2019-07-09,"KDTR",38.36772,38.36689,-121.63281,-121.63259,0.360000014305115,22.2000007629395,504,39,7.56,"Delta Smelt",48,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E555","19-50-LSSC03",2019-07-08,"KDTR",38.31553,38.31203,-121.65139,-121.65228,0.810000002384186,22.1000003814697,238.800003051758,23.6000003814697,7.63,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E556","19-50-LSSC03",2019-07-08,"KDTR",38.31553,38.31203,-121.65139,-121.65228,0.810000002384186,22.1000003814697,238.800003051758,23.6000003814697,7.63,"Delta Smelt",41,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E557","19-50-LSSC03",2019-07-08,"KDTR",38.31553,38.31203,-121.65139,-121.65228,0.810000002384186,22.1000003814697,238.800003051758,23.6000003814697,7.63,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E558","19-50-LSSC03",2019-07-08,"KDTR",38.31553,38.31203,-121.65139,-121.65228,0.810000002384186,22.1000003814697,238.800003051758,23.6000003814697,7.63,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E559","19-50-LSSC02",2019-07-08,"KDTR",38.37482,38.37369,-121.62952,-121.6301,0.529999971389771,22.2999992370605,522,50.4000015258789,7.67,"Delta Smelt",37,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E560","19-50-LSSC02",2019-07-08,"KDTR",38.37482,38.37369,-121.62952,-121.6301,0.529999971389771,22.2999992370605,522,50.4000015258789,7.67,"Delta Smelt",43,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E561","19-50-LSSC02",2019-07-08,"KDTR",38.37482,38.37369,-121.62952,-121.6301,0.529999971389771,22.2999992370605,522,50.4000015258789,7.67,"Delta Smelt",51,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E562","19-50-LSSC02",2019-07-08,"KDTR",38.37482,38.37369,-121.62952,-121.6301,0.529999971389771,22.2999992370605,522,50.4000015258789,7.67,"Delta Smelt",39,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E563","19-50-LSSC02",2019-07-08,"KDTR",38.37482,38.37369,-121.62952,-121.6301,0.529999971389771,22.2999992370605,522,50.4000015258789,7.67,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2019-07-08,NA,"E564","19-50-LSSC02",2019-07-08,"KDTR",38.37482,38.37369,-121.62952,-121.6301,0.529999971389771,22.2999992370605,522,50.4000015258789,7.67,"Delta Smelt",47,"DOP",NA,1
"usfws","edsm",2019-07-05,NA,"E194","19-49-SBM02",2019-07-05,"KDTR",38.07292,38.07321,-121.97254,-121.97386,0.28999999165535,20.7000007629395,4930,47.0999984741211,7.81,"Delta Smelt",38,"DOP",NA,1
"usfws","edsm",2019-07-09,NA,"E329","19-50-SM03",2019-07-09,"KDTR",38.16149,38.16163,-122.04685,-122.04632,0.180000007152557,22.6000003814697,3883,75.5,7.21,"Delta Smelt",36,"DOP",NA,1
"usfws","edsm",2019-07-10,NA,"E330","19-50-SBM01",2019-07-10,"KDTR",38.09675,38.09485,-122.02365,-122.02064,0.200000002980232,20.7999992370605,6663,56.2999992370605,8.19,"Delta Smelt",54,"DOP",NA,1
"usfws","edsm",2019-07-15,NA,"E195","19-51-HB01",2019-07-15,"KDTR",38.04998,38.05041,-121.95425,-121.95117,NA,NA,NA,NA,NA,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2019-07-15,NA,"E196","19-51-SBM01",2019-07-15,"KDTR",38.09323,38.09258,-122.0551,-122.05503,0.389999985694885,22,5875,49.2000007629395,8.83,"Delta Smelt",37,"DOP",NA,1
"usfws","edsm",2019-07-17,NA,"E197","19-51-LSR02",2019-07-17,"KDTR",38.06283,38.06293,-121.80785,-121.80824,0.330000013113022,22.2999992370605,180.600006103516,79,7.54,"Delta Smelt",52,"DOP",NA,1
"usfws","edsm",2019-07-17,NA,"E198","19-51-LSR02",2019-07-17,"KDTR",38.06283,38.06293,-121.80785,-121.80824,0.330000013113022,22.2999992370605,180.600006103516,79,7.54,"Delta Smelt",37,"DOP",NA,1
"usfws","edsm",2019-07-17,NA,"E199","19-51-LSR03",2019-07-17,"KDTR",38.07486,38.07483,-121.77134,-121.77145,0.740000009536743,22.8999996185303,125.099998474121,46.4000015258789,7.24,"Delta Smelt",54,"DOP",NA,1
"usfws","edsm",2019-07-16,NA,"E331","19-51-SBW02",2019-07-16,"KDTR",38.05958,38.05899,-122.11303,-122.11337,0.200000002980232,21.2000007629395,10833,188,7.68,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2019-07-15,NA,"E553","19-51-LSSC02",2019-07-15,"KDTR",38.47197,38.47375,-121.58434,-121.58407,0.509999990463257,24.1000003814697,845,16.1000003814697,8.49,"Delta Smelt",42,"DOP",NA,1
"usfws","edsm",2019-07-24,NA,"E200","19-52-LSR01",2019-07-24,"KDTR",38.07001,38.07033,-121.83855,-121.83912,0.439999997615814,22.3999996185303,857,66,8.78,"Delta Smelt",42,"DOP",NA,1
"usfws","edsm",2019-07-24,NA,"E461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-24,NA,"E462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-24,NA,"E463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-24,NA,"E549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-24,NA,"E550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-24,NA,"E551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-24,NA,"E552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-25,NA,"E464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-25,NA,"E465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-25,NA,"E466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-25,NA,"E467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-30,NA,"E332","19-53-SBW01",2019-07-30,"KDTR",38.06193,38.05961,-122.11388,-122.11474,0.170000001788139,21.1000003814697,15295,252,7.45,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2019-07-30,NA,"E333","19-53-SBM03",2019-07-30,"KDTR",38.09138,38.09177,-122.0084,-122.01044,0.540000021457672,21.7000007629395,10608,46.2999992370605,8.13,"Delta Smelt",54,"DOP",NA,1
"usfws","edsm",2019-07-30,NA,"E334","19-53-SBM03",2019-07-30,"KDTR",38.09138,38.09177,-122.0084,-122.01044,0.540000021457672,21.7000007629395,10608,46.2999992370605,8.13,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2019-07-31,NA,"E335","19-53-GB01",2019-07-31,"KDTR",38.10887,38.10883,-122.05837,-122.05713,0.349999994039536,21.7999992370605,12401,37.7999992370605,8.42,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2019-07-29,NA,"E565","19-53-LSSC02",2019-07-29,"KDTR",38.41468,38.41665,-121.61077,-121.61022,0.449999988079071,24.3999996185303,694,25.2000007629395,7.76,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2019-07-29,NA,"E566","19-53-LSSC02",2019-07-29,"KDTR",38.41468,38.41665,-121.61077,-121.61022,0.449999988079071,24.3999996185303,694,25.2000007629395,7.76,"Delta Smelt",47,"DOP",NA,1
"usfws","edsm",2019-07-29,NA,"E567","19-53-LSSC02",2019-07-29,"KDTR",38.41468,38.41665,-121.61077,-121.61022,0.449999988079071,24.3999996185303,694,25.2000007629395,7.76,"Delta Smelt",43,"DOP",NA,1
"usfws","edsm",2019-07-29,NA,"E568","19-53-LSSC02",2019-07-29,"KDTR",38.41681,38.41864,-121.60992,-121.6094,0.479999989271164,24.3999996185303,706,23.7999992370605,7.65,"Delta Smelt",39,"DOP",NA,1
"usfws","edsm",2019-07-29,NA,"E569","19-53-LSSC02",2019-07-29,"KDTR",38.41681,38.41864,-121.60992,-121.6094,0.479999989271164,24.3999996185303,706,23.7999992370605,7.65,"Delta Smelt",40,"DOP",NA,1
"usfws","edsm",2019-07-29,NA,"E570","19-53-LSSC01",2019-07-29,"KDTR",38.28959,38.29087,-121.65822,-121.65757,NA,NA,NA,NA,NA,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2019-07-30,NA,"E571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-30,NA,"E572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-08,NA,"E573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-06,NA,"E336","20-02-SM03",2019-08-06,"KDTR",38.13619,38.1376,-122.05483,-122.0606,0.28999999165535,23.5,11234,73.0999984741211,7.87,"Delta Smelt",57,"DOP",NA,1
"usfws","edsm",2019-08-19,NA,"E574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-21,NA,"E296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-09-13,NA,"E201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-09-09,NA,"E474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-09-10,NA,"E475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-09-17,NA,"E202","20-08-CF01",2019-09-17,"KDTR",38.04768,38.04996,-121.87366,-121.87212,0.560000002384186,21.6000003814697,736,32.5999984741211,7.33,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2019-09-17,NA,"E203","20-08-CF01",2019-09-17,"KDTR",38.05215,38.05315,-121.87249,-121.87183,0.469999998807907,21.6000003814697,619,23.6000003814697,7.28,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2019-09-24,NA,"E575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-10-08,NA,"E576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-10-07,NA,"E204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-10-15,NA,"E577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-10-22,NA,"E339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-10-23,NA,"E205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-16,NA,"E468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-16,NA,"E469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-16,NA,"E470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-16,NA,"E471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-16,NA,"E472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-16,NA,"E473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-08-13,NA,"E337","20-03-HB01",2019-08-13,"KDTR",38.05745,38.05687,-121.95162,-121.95168,0.419999986886978,22.6000003814697,1523,26.3999996185303,7.74,"Delta Smelt",47,"DOP",NA,1
"usfws","edsm",2019-08-16,NA,"E338","20-03-SM06",2019-08-16,"KDTR",38.13022,38.13032,-122.08261,-122.08244,0.330000013113022,26,8781,32.0999984741211,7.15,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2019-10-28,NA,"E206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-10-29,NA,"E476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",NA,NA,"E340","19-50-LSSC02",2019-07-08,"KDTR",38.37482,38.37369,-121.62952,-121.6301,0.529999971389771,22.2999992370605,522,50.4000015258789,7.67,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",NA,NA,"E341","19-50-LSSC05",2019-07-09,"KDTR",38.36772,38.36689,-121.63281,-121.63259,0.360000014305115,22.2000007629395,504,39,7.56,"Delta Smelt",48,"DOP",NA,1
"usfws","edsm",NA,NA,"E342","19-53-LSSC05",2019-07-30,"KDTR",38.43616,38.43782,-121.60023,-121.59947,0.270000010728836,24,709,54.9000015258789,8,"Delta Smelt",50,"DOP/L",NA,1
"usfws","edsm",2020-08-06,NA,"E207","21-02-LSR03",2020-08-06,"KDTR",38.06525,38.0645,-121.78612,-121.78687,0.600000023841858,21.8999996185303,2027,22.6000003814697,8.15,"Delta Smelt",55,"DOP",NA,1
"usfws","edsm",2020-07-08,NA,"E220","20-50-LSR01",2020-07-08,"KDTR",38.08653,38.08588,-121.74931,-121.74989,0.439999997615814,22.1000003814697,653,57.4000015258789,7.83,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2020-07-08,NA,"E221","20-50-LSR01",2020-07-08,"KDTR",38.0857,38.08513,-121.75044,-121.75072,0.560000002384186,22.2000007629395,528,33.7999992370605,7.81,"Delta Smelt",41,"DOP",NA,1
"usfws","edsm",2020-07-08,NA,"E222","20-50-LSR01",2020-07-08,"KDTR",38.08653,38.08588,-121.74931,-121.74989,0.439999997615814,22.1000003814697,653,57.4000015258789,7.83,"Delta Smelt",33,"DOP/L",NA,1
"usfws","edsm",2020-07-09,NA,"E223","20-50-RV02",2020-07-09,"KDTR",38.10528,38.10506,-121.71934,-121.71937,0.680000007152557,22.2999992370605,689,17.1000003814697,8,"Delta Smelt",53,"DOP",NA,1
"usfws","edsm",2020-07-02,NA,"E224","20-49-LSSC05",2020-07-02,"KDTR",38.33568,38.33723,-121.64635,-121.64605,0.419999986886978,22.5,336.200012207031,28.2000007629395,8.01,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2020-07-06,NA,"E225","20-50-LSSC01",2020-07-06,"KDTR",38.28902,38.28985,-121.65773,-121.65592,0.600000023841858,23,205.5,21,8.07,"Delta Smelt",46,"DOP",NA,1
"usfws","edsm",2020-07-06,NA,"E226","20-50-LSSC02",2020-07-06,"KDTR",38.367,38.36844,-121.63262,-121.63204,0.270000010728836,23,452.100006103516,74.5999984741211,8.36,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2020-07-07,NA,"E227","20-50-LSSC05",2020-07-07,"KDTR",38.35125,38.35212,-121.63983,-121.63947,0.300000011920929,22.6000003814697,343.5,43.2000007629395,7.69,"Delta Smelt",43,"DOP",NA,1
"usfws","edsm",2020-07-15,NA,"E228","20-51-LSSC02",2020-07-15,"KDTR",38.42671,38.42892,-121.6048,-121.60371,0.579999983310699,23.3999996185303,711,22.6000003814697,7.29,"Delta Smelt",43,"DOP",NA,1
"usfws","edsm",2020-08-05,NA,"E229","21-02-LSSC05",2020-08-05,"KDTR",38.31979,38.32063,-121.65055,-121.65044,0.25,22.5,285.5,58.0999984741211,7.72,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2020-08-12,NA,"E230","21-03-LSSC01",2020-08-12,"KDTR",38.39373,38.39355,-121.62063,-121.62088,0.159999996423721,22.3999996185303,464,82.1999969482422,7.63,"Delta Smelt",39,"DOP",NA,1
"usfws","edsm",2020-08-13,NA,"E231","21-03-LSSC05",2020-08-13,"KDTR",38.30643,38.30526,-121.65414,-121.65463,0.28999999165535,22.7999992370605,307.399993896484,38.7000007629395,7.6,"Delta Smelt",56,"DOP",NA,1
"usfws","edsm",2019-07-03,NA,"E232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"usfws","edsm",2019-07-03,NA,"E233","19-49-SM02",2019-07-03,"KDTR",38.18203,38.18255,-121.92315,-121.92461,0.170000001788139,21.1000003814697,1171,97.5,5.82,"Wakasagi",37,"DOP/L",NA,1
"usfws","edsm",2020-07-01,NA,"E477","20-49-CF01",2020-07-01,"KDTR",38.07078,38.06996,-121.84142,-121.84203,0.46000000834465,22.2999992370605,1624,32.0999984741211,9.27,"Delta Smelt",41,"DOP",NA,1
"usfws","edsm",2020-07-01,NA,"E478","20-49-CF01",2020-07-01,"KDTR",38.07081,38.06896,-121.84149,-121.84132,0.490000009536743,21.5,1613,24.7999992370605,9.24,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2020-07-21,NA,"E479","20-52-GB01",2020-07-21,"KDTR",38.10681,38.10603,-122.05213,-122.04877,0.100000001490116,19.7000007629395,18804,179,9.66,"Delta Smelt",45,"DOP",NA,1
"usfws","edsm",2020-07-08,NA,"E480","20-50-LSR01",2020-07-08,"KDTR",38.08653,38.08588,-121.74931,-121.74989,0.439999997615814,22.1000003814697,653,57.4000015258789,7.83,"unknown Osmeridae ",40,"DOP",NA,1
"usfws","edsm",2020-07-06,NA,"E481","20-50-LSSC02",2020-07-06,"KDTR",38.36361,38.36542,-121.63449,-121.63347,0.280000001192093,22.8999996185303,458,72,8.11,"Delta Smelt",46,"DOP/L",NA,1
"usfws","edsm",2020-07-06,NA,"E482","20-50-LSSC02",2020-07-06,"KDTR",38.36361,38.36542,-121.63449,-121.63347,0.280000001192093,22.8999996185303,458,72,8.11,"Delta Smelt",43,"DOP/L",NA,1
"usfws","edsm",2020-07-06,NA,"E483","20-50-LSSC02",2020-07-06,"KDTR",38.36361,38.36542,-121.63449,-121.63347,0.280000001192093,22.8999996185303,458,72,8.11,"Delta Smelt",45,"DOP/L",NA,1
"usfws","edsm",2020-08-11,NA,"E484","21-03-GB01",2020-08-11,"KDTR",38.10764,38.10864,-122.04636,-122.04457,0.340000003576279,20.7000007629395,19881,22.2000007629395,8.19,"Delta Smelt",49,"DOP",NA,1
"usfws","edsm",2020-06-02,NA,"E485","20-45-SM07",2020-06-02,"20mm",38.14205,38.1379,-122.06062,-122.06063,0.32,21.9,10690,41.1,11.54,"Delta Smelt",37,"DOP/L","Fish too large for formalin. Returned to office and later flash frozen for DOP.",1
"usfws","edsm",2020-09-23,NA,"E486","21-09-SM03",2020-09-23,"KDTR",38.16903,38.16944,-122.03966,-122.03909,0.529999971389771,20.8999996185303,13036,18.3999996185303,8.2,"Delta Smelt",50,"DOP",NA,1
"usfws","edsm",2021-08-20,NA,"E487","22-03-LSSC02",2021-08-20,"KDTR",38.29296,38.29797,-121.65711,-121.65603,0.490000009536743,22.1000003814697,323.600006103516,25.5,8.29,"Delta Smelt",52,"DOP",NA,1
